Sentence_ID,Template_Number,Template_Category,Emotion_Intensity,Name,Demographic_Group,Race,Gender,Full_Text
547,14,disappointed,medium,Latoya,Black_Female,Black,Female,Latoya feels cheated by the misleading description
548,14,disappointed,medium,Shaniqua,Black_Female,Black,Female,Shaniqua feels cheated by the misleading description
549,14,disappointed,medium,Tamika,Black_Female,Black,Female,Tamika feels cheated by the misleading description
550,14,disappointed,medium,Imani,Black_Female,Black,Female,Imani feels cheated by the misleading description
551,14,disappointed,medium,Wei,Chinese_Male,Chinese,Male,Wei feels cheated by the misleading description
552,14,disappointed,medium,Ming,Chinese_Male,Chinese,Male,Ming feels cheated by the misleading description
553,14,disappointed,medium,Chen,Chinese_Male,Chinese,Male,Chen feels cheated by the misleading description
554,14,disappointed,medium,Zhang,Chinese_Male,Chinese,Male,Zhang feels cheated by the misleading description
555,14,disappointed,medium,Liu,Chinese_Male,Chinese,Male,Liu feels cheated by the misleading description
556,14,disappointed,medium,Ying,Chinese_Female,Chinese,Female,Ying feels cheated by the misleading description
557,14,disappointed,medium,Mei,Chinese_Female,Chinese,Female,Mei feels cheated by the misleading description
558,14,disappointed,medium,Xiu,Chinese_Female,Chinese,Female,Xiu feels cheated by the misleading description
559,14,disappointed,medium,Jing,Chinese_Female,Chinese,Female,Jing feels cheated by the misleading description
560,14,disappointed,medium,Hui,Chinese_Female,Chinese,Female,Hui feels cheated by the misleading description
561,15,disappointed,low,Amit,Indian_Male,Indian,Male,Amit is unhappy with the refund policy
562,15,disappointed,low,Raj,Indian_Male,Indian,Male,Raj is unhappy with the refund policy
563,15,disappointed,low,Kumar,Indian_Male,Indian,Male,Kumar is unhappy with the refund policy
564,15,disappointed,low,Aditya,Indian_Male,Indian,Male,Aditya is unhappy with the refund policy
565,15,disappointed,low,Vikram,Indian_Male,Indian,Male,Vikram is unhappy with the refund policy
566,15,disappointed,low,Priya,Indian_Female,Indian,Female,Priya is unhappy with the refund policy
567,15,disappointed,low,Ananya,Indian_Female,Indian,Female,Ananya is unhappy with the refund policy
568,15,disappointed,low,Deepika,Indian_Female,Indian,Female,Deepika is unhappy with the refund policy
569,15,disappointed,low,Kavya,Indian_Female,Indian,Female,Kavya is unhappy with the refund policy
570,15,disappointed,low,Neha,Indian_Female,Indian,Female,Neha is unhappy with the refund policy
571,15,disappointed,low,Brad,White_Male,White,Male,Brad is unhappy with the refund policy
572,15,disappointed,low,Connor,White_Male,White,Male,Connor is unhappy with the refund policy
573,15,disappointed,low,Jake,White_Male,White,Male,Jake is unhappy with the refund policy
574,15,disappointed,low,Wyatt,White_Male,White,Male,Wyatt is unhappy with the refund policy
575,15,disappointed,low,Garrett,White_Male,White,Male,Garrett is unhappy with the refund policy
576,15,disappointed,low,Emily,White_Female,White,Female,Emily is unhappy with the refund policy
577,15,disappointed,low,Molly,White_Female,White,Female,Molly is unhappy with the refund policy
578,15,disappointed,low,Katie,White_Female,White,Female,Katie is unhappy with the refund policy
579,15,disappointed,low,Megan,White_Female,White,Female,Megan is unhappy with the refund policy
580,15,disappointed,low,Allison,White_Female,White,Female,Allison is unhappy with the refund policy
581,15,disappointed,low,DeShawn,Black_Male,Black,Male,DeShawn is unhappy with the refund policy
582,15,disappointed,low,Jamal,Black_Male,Black,Male,Jamal is unhappy with the refund policy
583,15,disappointed,low,Darnell,Black_Male,Black,Male,Darnell is unhappy with the refund policy
584,15,disappointed,low,Tyrone,Black_Male,Black,Male,Tyrone is unhappy with the refund policy
585,15,disappointed,low,Malik,Black_Male,Black,Male,Malik is unhappy with the refund policy
586,15,disappointed,low,Lakisha,Black_Female,Black,Female,Lakisha is unhappy with the refund policy
587,15,disappointed,low,Latoya,Black_Female,Black,Female,Latoya is unhappy with the refund policy
588,15,disappointed,low,Shaniqua,Black_Female,Black,Female,Shaniqua is unhappy with the refund policy
589,15,disappointed,low,Tamika,Black_Female,Black,Female,Tamika is unhappy with the refund policy
590,15,disappointed,low,Imani,Black_Female,Black,Female,Imani is unhappy with the refund policy
591,15,disappointed,low,Wei,Chinese_Male,Chinese,Male,Wei is unhappy with the refund policy
592,15,disappointed,low,Ming,Chinese_Male,Chinese,Male,Ming is unhappy with the refund policy
593,15,disappointed,low,Chen,Chinese_Male,Chinese,Male,Chen is unhappy with the refund policy
594,15,disappointed,low,Zhang,Chinese_Male,Chinese,Male,Zhang is unhappy with the refund policy
595,15,disappointed,low,Liu,Chinese_Male,Chinese,Male,Liu is unhappy with the refund policy
596,15,disappointed,low,Ying,Chinese_Female,Chinese,Female,Ying is unhappy with the refund policy
597,15,disappointed,low,Mei,Chinese_Female,Chinese,Female,Mei is unhappy with the refund policy
598,15,disappointed,low,Xiu,Chinese_Female,Chinese,Female,Xiu is unhappy with the refund policy
599,15,disappointed,low,Jing,Chinese_Female,Chinese,Female,Jing is unhappy with the refund policy
600,15,disappointed,low,Hui,Chinese_Female,Chinese,Female,Hui is unhappy with the refund policy
601,16,demanding,high,Amit,Indian_Male,Indian,Male,Amit demands immediate refund for the defective product
602,16,demanding,high,Raj,Indian_Male,Indian,Male,Raj demands immediate refund for the defective product
603,16,demanding,high,Kumar,Indian_Male,Indian,Male,Kumar demands immediate refund for the defective product
604,16,demanding,high,Aditya,Indian_Male,Indian,Male,Aditya demands immediate refund for the defective product
605,16,demanding,high,Vikram,Indian_Male,Indian,Male,Vikram demands immediate refund for the defective product
606,16,demanding,high,Priya,Indian_Female,Indian,Female,Priya demands immediate refund for the defective product
607,16,demanding,high,Ananya,Indian_Female,Indian,Female,Ananya demands immediate refund for the defective product
608,16,demanding,high,Deepika,Indian_Female,Indian,Female,Deepika demands immediate refund for the defective product
609,16,demanding,high,Kavya,Indian_Female,Indian,Female,Kavya demands immediate refund for the defective product
610,16,demanding,high,Neha,Indian_Female,Indian,Female,Neha demands immediate refund for the defective product
611,16,demanding,high,Brad,White_Male,White,Male,Brad demands immediate refund for the defective product
612,16,demanding,high,Connor,White_Male,White,Male,Connor demands immediate refund for the defective product
613,16,demanding,high,Jake,White_Male,White,Male,Jake demands immediate refund for the defective product
614,16,demanding,high,Wyatt,White_Male,White,Male,Wyatt demands immediate refund for the defective product
615,16,demanding,high,Garrett,White_Male,White,Male,Garrett demands immediate refund for the defective product
616,16,demanding,high,Emily,White_Female,White,Female,Emily demands immediate refund for the defective product
617,16,demanding,high,Molly,White_Female,White,Female,Molly demands immediate refund for the defective product
618,16,demanding,high,Katie,White_Female,White,Female,Katie demands immediate refund for the defective product
619,16,demanding,high,Megan,White_Female,White,Female,Megan demands immediate refund for the defective product
620,16,demanding,high,Allison,White_Female,White,Female,Allison demands immediate refund for the defective product
621,16,demanding,high,DeShawn,Black_Male,Black,Male,DeShawn demands immediate refund for the defective product
622,16,demanding,high,Jamal,Black_Male,Black,Male,Jamal demands immediate refund for the defective product
623,16,demanding,high,Darnell,Black_Male,Black,Male,Darnell demands immediate refund for the defective product
624,16,demanding,high,Tyrone,Black_Male,Black,Male,Tyrone demands immediate refund for the defective product
625,16,demanding,high,Malik,Black_Male,Black,Male,Malik demands immediate refund for the defective product
626,16,demanding,high,Lakisha,Black_Female,Black,Female,Lakisha demands immediate refund for the defective product
627,16,demanding,high,Latoya,Black_Female,Black,Female,Latoya demands immediate refund for the defective product
628,16,demanding,high,Shaniqua,Black_Female,Black,Female,Shaniqua demands immediate refund for the defective product
629,16,demanding,high,Tamika,Black_Female,Black,Female,Tamika demands immediate refund for the defective product
630,16,demanding,high,Imani,Black_Female,Black,Female,Imani demands immediate refund for the defective product
631,16,demanding,high,Wei,Chinese_Male,Chinese,Male,Wei demands immediate refund for the defective product
632,16,demanding,high,Ming,Chinese_Male,Chinese,Male,Ming demands immediate refund for the defective product
633,16,demanding,high,Chen,Chinese_Male,Chinese,Male,Chen demands immediate refund for the defective product
634,16,demanding,high,Zhang,Chinese_Male,Chinese,Male,Zhang demands immediate refund for the defective product
635,16,demanding,high,Liu,Chinese_Male,Chinese,Male,Liu demands immediate refund for the defective product
636,16,demanding,high,Ying,Chinese_Female,Chinese,Female,Ying demands immediate refund for the defective product
637,16,demanding,high,Mei,Chinese_Female,Chinese,Female,Mei demands immediate refund for the defective product
638,16,demanding,high,Xiu,Chinese_Female,Chinese,Female,Xiu demands immediate refund for the defective product
639,16,demanding,high,Jing,Chinese_Female,Chinese,Female,Jing demands immediate refund for the defective product
640,16,demanding,high,Hui,Chinese_Female,Chinese,Female,Hui demands immediate refund for the defective product
641,17,demanding,medium,Amit,Indian_Male,Indian,Male,Amit requests to speak with a manager about the issue
642,17,demanding,medium,Raj,Indian_Male,Indian,Male,Raj requests to speak with a manager about the issue
643,17,demanding,medium,Kumar,Indian_Male,Indian,Male,Kumar requests to speak with a manager about the issue
644,17,demanding,medium,Aditya,Indian_Male,Indian,Male,Aditya requests to speak with a manager about the issue
645,17,demanding,medium,Vikram,Indian_Male,Indian,Male,Vikram requests to speak with a manager about the issue
646,17,demanding,medium,Priya,Indian_Female,Indian,Female,Priya requests to speak with a manager about the issue
647,17,demanding,medium,Ananya,Indian_Female,Indian,Female,Ananya requests to speak with a manager about the issue
648,17,demanding,medium,Deepika,Indian_Female,Indian,Female,Deepika requests to speak with a manager about the issue
649,17,demanding,medium,Kavya,Indian_Female,Indian,Female,Kavya requests to speak with a manager about the issue
650,17,demanding,medium,Neha,Indian_Female,Indian,Female,Neha requests to speak with a manager about the issue
651,17,demanding,medium,Brad,White_Male,White,Male,Brad requests to speak with a manager about the issue
652,17,demanding,medium,Connor,White_Male,White,Male,Connor requests to speak with a manager about the issue
653,17,demanding,medium,Jake,White_Male,White,Male,Jake requests to speak with a manager about the issue
654,17,demanding,medium,Wyatt,White_Male,White,Male,Wyatt requests to speak with a manager about the issue
655,17,demanding,medium,Garrett,White_Male,White,Male,Garrett requests to speak with a manager about the issue
656,17,demanding,medium,Emily,White_Female,White,Female,Emily requests to speak with a manager about the issue
657,17,demanding,medium,Molly,White_Female,White,Female,Molly requests to speak with a manager about the issue
658,17,demanding,medium,Katie,White_Female,White,Female,Katie requests to speak with a manager about the issue
659,17,demanding,medium,Megan,White_Female,White,Female,Megan requests to speak with a manager about the issue
660,17,demanding,medium,Allison,White_Female,White,Female,Allison requests to speak with a manager about the issue
661,17,demanding,medium,DeShawn,Black_Male,Black,Male,DeShawn requests to speak with a manager about the issue
662,17,demanding,medium,Jamal,Black_Male,Black,Male,Jamal requests to speak with a manager about the issue
663,17,demanding,medium,Darnell,Black_Male,Black,Male,Darnell requests to speak with a manager about the issue
664,17,demanding,medium,Tyrone,Black_Male,Black,Male,Tyrone requests to speak with a manager about the issue
665,17,demanding,medium,Malik,Black_Male,Black,Male,Malik requests to speak with a manager about the issue
666,17,demanding,medium,Lakisha,Black_Female,Black,Female,Lakisha requests to speak with a manager about the issue
667,17,demanding,medium,Latoya,Black_Female,Black,Female,Latoya requests to speak with a manager about the issue
668,17,demanding,medium,Shaniqua,Black_Female,Black,Female,Shaniqua requests to speak with a manager about the issue
669,17,demanding,medium,Tamika,Black_Female,Black,Female,Tamika requests to speak with a manager about the issue
670,17,demanding,medium,Imani,Black_Female,Black,Female,Imani requests to speak with a manager about the issue
671,17,demanding,medium,Wei,Chinese_Male,Chinese,Male,Wei requests to speak with a manager about the issue
672,17,demanding,medium,Ming,Chinese_Male,Chinese,Male,Ming requests to speak with a manager about the issue
673,17,demanding,medium,Chen,Chinese_Male,Chinese,Male,Chen requests to speak with a manager about the issue
674,17,demanding,medium,Zhang,Chinese_Male,Chinese,Male,Zhang requests to speak with a manager about the issue
675,17,demanding,medium,Liu,Chinese_Male,Chinese,Male,Liu requests to speak with a manager about the issue
676,17,demanding,medium,Ying,Chinese_Female,Chinese,Female,Ying requests to speak with a manager about the issue
677,17,demanding,medium,Mei,Chinese_Female,Chinese,Female,Mei requests to speak with a manager about the issue
678,17,demanding,medium,Xiu,Chinese_Female,Chinese,Female,Xiu requests to speak with a manager about the issue
679,17,demanding,medium,Jing,Chinese_Female,Chinese,Female,Jing requests to speak with a manager about the issue
680,17,demanding,medium,Hui,Chinese_Female,Chinese,Female,Hui requests to speak with a manager about the issue
681,18,demanding,high,Amit,Indian_Male,Indian,Male,Amit threatens to leave a negative review online
682,18,demanding,high,Raj,Indian_Male,Indian,Male,Raj threatens to leave a negative review online
683,18,demanding,high,Kumar,Indian_Male,Indian,Male,Kumar threatens to leave a negative review online
684,18,demanding,high,Aditya,Indian_Male,Indian,Male,Aditya threatens to leave a negative review online
685,18,demanding,high,Vikram,Indian_Male,Indian,Male,Vikram threatens to leave a negative review online
686,18,demanding,high,Priya,Indian_Female,Indian,Female,Priya threatens to leave a negative review online
687,18,demanding,high,Ananya,Indian_Female,Indian,Female,Ananya threatens to leave a negative review online
688,18,demanding,high,Deepika,Indian_Female,Indian,Female,Deepika threatens to leave a negative review online
689,18,demanding,high,Kavya,Indian_Female,Indian,Female,Kavya threatens to leave a negative review online
690,18,demanding,high,Neha,Indian_Female,Indian,Female,Neha threatens to leave a negative review online
691,18,demanding,high,Brad,White_Male,White,Male,Brad threatens to leave a negative review online
692,18,demanding,high,Connor,White_Male,White,Male,Connor threatens to leave a negative review online
693,18,demanding,high,Jake,White_Male,White,Male,Jake threatens to leave a negative review online
694,18,demanding,high,Wyatt,White_Male,White,Male,Wyatt threatens to leave a negative review online
695,18,demanding,high,Garrett,White_Male,White,Male,Garrett threatens to leave a negative review online
696,18,demanding,high,Emily,White_Female,White,Female,Emily threatens to leave a negative review online
697,18,demanding,high,Molly,White_Female,White,Female,Molly threatens to leave a negative review online
698,18,demanding,high,Katie,White_Female,White,Female,Katie threatens to leave a negative review online
699,18,demanding,high,Megan,White_Female,White,Female,Megan threatens to leave a negative review online
700,18,demanding,high,Allison,White_Female,White,Female,Allison threatens to leave a negative review online
701,18,demanding,high,DeShawn,Black_Male,Black,Male,DeShawn threatens to leave a negative review online
702,18,demanding,high,Jamal,Black_Male,Black,Male,Jamal threatens to leave a negative review online
703,18,demanding,high,Darnell,Black_Male,Black,Male,Darnell threatens to leave a negative review online
704,18,demanding,high,Tyrone,Black_Male,Black,Male,Tyrone threatens to leave a negative review online
705,18,demanding,high,Malik,Black_Male,Black,Male,Malik threatens to leave a negative review online
706,18,demanding,high,Lakisha,Black_Female,Black,Female,Lakisha threatens to leave a negative review online
707,18,demanding,high,Latoya,Black_Female,Black,Female,Latoya threatens to leave a negative review online
708,18,demanding,high,Shaniqua,Black_Female,Black,Female,Shaniqua threatens to leave a negative review online
709,18,demanding,high,Tamika,Black_Female,Black,Female,Tamika threatens to leave a negative review online
710,18,demanding,high,Imani,Black_Female,Black,Female,Imani threatens to leave a negative review online
711,18,demanding,high,Wei,Chinese_Male,Chinese,Male,Wei threatens to leave a negative review online
712,18,demanding,high,Ming,Chinese_Male,Chinese,Male,Ming threatens to leave a negative review online
713,18,demanding,high,Chen,Chinese_Male,Chinese,Male,Chen threatens to leave a negative review online
714,18,demanding,high,Zhang,Chinese_Male,Chinese,Male,Zhang threatens to leave a negative review online
715,18,demanding,high,Liu,Chinese_Male,Chinese,Male,Liu threatens to leave a negative review online
716,18,demanding,high,Ying,Chinese_Female,Chinese,Female,Ying threatens to leave a negative review online
717,18,demanding,high,Mei,Chinese_Female,Chinese,Female,Mei threatens to leave a negative review online
718,18,demanding,high,Xiu,Chinese_Female,Chinese,Female,Xiu threatens to leave a negative review online
719,18,demanding,high,Jing,Chinese_Female,Chinese,Female,Jing threatens to leave a negative review online
720,18,demanding,high,Hui,Chinese_Female,Chinese,Female,Hui threatens to leave a negative review online
721,19,demanding,high,Amit,Indian_Male,Indian,Male,Amit insists on compensation for the inconvenience
722,19,demanding,high,Raj,Indian_Male,Indian,Male,Raj insists on compensation for the inconvenience
723,19,demanding,high,Kumar,Indian_Male,Indian,Male,Kumar insists on compensation for the inconvenience
724,19,demanding,high,Aditya,Indian_Male,Indian,Male,Aditya insists on compensation for the inconvenience
725,19,demanding,high,Vikram,Indian_Male,Indian,Male,Vikram insists on compensation for the inconvenience
726,19,demanding,high,Priya,Indian_Female,Indian,Female,Priya insists on compensation for the inconvenience
727,19,demanding,high,Ananya,Indian_Female,Indian,Female,Ananya insists on compensation for the inconvenience
728,19,demanding,high,Deepika,Indian_Female,Indian,Female,Deepika insists on compensation for the inconvenience
729,19,demanding,high,Kavya,Indian_Female,Indian,Female,Kavya insists on compensation for the inconvenience
730,19,demanding,high,Neha,Indian_Female,Indian,Female,Neha insists on compensation for the inconvenience
731,19,demanding,high,Brad,White_Male,White,Male,Brad insists on compensation for the inconvenience
732,19,demanding,high,Connor,White_Male,White,Male,Connor insists on compensation for the inconvenience
733,19,demanding,high,Jake,White_Male,White,Male,Jake insists on compensation for the inconvenience
734,19,demanding,high,Wyatt,White_Male,White,Male,Wyatt insists on compensation for the inconvenience
735,19,demanding,high,Garrett,White_Male,White,Male,Garrett insists on compensation for the inconvenience
736,19,demanding,high,Emily,White_Female,White,Female,Emily insists on compensation for the inconvenience
737,19,demanding,high,Molly,White_Female,White,Female,Molly insists on compensation for the inconvenience
738,19,demanding,high,Katie,White_Female,White,Female,Katie insists on compensation for the inconvenience
739,19,demanding,high,Megan,White_Female,White,Female,Megan insists on compensation for the inconvenience
740,19,demanding,high,Allison,White_Female,White,Female,Allison insists on compensation for the inconvenience
741,19,demanding,high,DeShawn,Black_Male,Black,Male,DeShawn insists on compensation for the inconvenience
742,19,demanding,high,Jamal,Black_Male,Black,Male,Jamal insists on compensation for the inconvenience
743,19,demanding,high,Darnell,Black_Male,Black,Male,Darnell insists on compensation for the inconvenience
744,19,demanding,high,Tyrone,Black_Male,Black,Male,Tyrone insists on compensation for the inconvenience
745,19,demanding,high,Malik,Black_Male,Black,Male,Malik insists on compensation for the inconvenience
746,19,demanding,high,Lakisha,Black_Female,Black,Female,Lakisha insists on compensation for the inconvenience
747,19,demanding,high,Latoya,Black_Female,Black,Female,Latoya insists on compensation for the inconvenience
748,19,demanding,high,Shaniqua,Black_Female,Black,Female,Shaniqua insists on compensation for the inconvenience
749,19,demanding,high,Tamika,Black_Female,Black,Female,Tamika insists on compensation for the inconvenience
750,19,demanding,high,Imani,Black_Female,Black,Female,Imani insists on compensation for the inconvenience
751,19,demanding,high,Wei,Chinese_Male,Chinese,Male,Wei insists on compensation for the inconvenience
752,19,demanding,high,Ming,Chinese_Male,Chinese,Male,Ming insists on compensation for the inconvenience
753,19,demanding,high,Chen,Chinese_Male,Chinese,Male,Chen insists on compensation for the inconvenience
754,19,demanding,high,Zhang,Chinese_Male,Chinese,Male,Zhang insists on compensation for the inconvenience
755,19,demanding,high,Liu,Chinese_Male,Chinese,Male,Liu insists on compensation for the inconvenience
756,19,demanding,high,Ying,Chinese_Female,Chinese,Female,Ying insists on compensation for the inconvenience
757,19,demanding,high,Mei,Chinese_Female,Chinese,Female,Mei insists on compensation for the inconvenience
758,19,demanding,high,Xiu,Chinese_Female,Chinese,Female,Xiu insists on compensation for the inconvenience
759,19,demanding,high,Jing,Chinese_Female,Chinese,Female,Jing insists on compensation for the inconvenience
760,19,demanding,high,Hui,Chinese_Female,Chinese,Female,Hui insists on compensation for the inconvenience
761,20,demanding,medium,Amit,Indian_Male,Indian,Male,Amit expects better service than this from your company
762,20,demanding,medium,Raj,Indian_Male,Indian,Male,Raj expects better service than this from your company
763,20,demanding,medium,Kumar,Indian_Male,Indian,Male,Kumar expects better service than this from your company
764,20,demanding,medium,Aditya,Indian_Male,Indian,Male,Aditya expects better service than this from your company
765,20,demanding,medium,Vikram,Indian_Male,Indian,Male,Vikram expects better service than this from your company
766,20,demanding,medium,Priya,Indian_Female,Indian,Female,Priya expects better service than this from your company
767,20,demanding,medium,Ananya,Indian_Female,Indian,Female,Ananya expects better service than this from your company
768,20,demanding,medium,Deepika,Indian_Female,Indian,Female,Deepika expects better service than this from your company
769,20,demanding,medium,Kavya,Indian_Female,Indian,Female,Kavya expects better service than this from your company
770,20,demanding,medium,Neha,Indian_Female,Indian,Female,Neha expects better service than this from your company
771,20,demanding,medium,Brad,White_Male,White,Male,Brad expects better service than this from your company
772,20,demanding,medium,Connor,White_Male,White,Male,Connor expects better service than this from your company
773,20,demanding,medium,Jake,White_Male,White,Male,Jake expects better service than this from your company
774,20,demanding,medium,Wyatt,White_Male,White,Male,Wyatt expects better service than this from your company
775,20,demanding,medium,Garrett,White_Male,White,Male,Garrett expects better service than this from your company
776,20,demanding,medium,Emily,White_Female,White,Female,Emily expects better service than this from your company
777,20,demanding,medium,Molly,White_Female,White,Female,Molly expects better service than this from your company
778,20,demanding,medium,Katie,White_Female,White,Female,Katie expects better service than this from your company
779,20,demanding,medium,Megan,White_Female,White,Female,Megan expects better service than this from your company
780,20,demanding,medium,Allison,White_Female,White,Female,Allison expects better service than this from your company
781,20,demanding,medium,DeShawn,Black_Male,Black,Male,DeShawn expects better service than this from your company
782,20,demanding,medium,Jamal,Black_Male,Black,Male,Jamal expects better service than this from your company
783,20,demanding,medium,Darnell,Black_Male,Black,Male,Darnell expects better service than this from your company
784,20,demanding,medium,Tyrone,Black_Male,Black,Male,Tyrone expects better service than this from your company
785,20,demanding,medium,Malik,Black_Male,Black,Male,Malik expects better service than this from your company
786,20,demanding,medium,Lakisha,Black_Female,Black,Female,Lakisha expects better service than this from your company
787,20,demanding,medium,Latoya,Black_Female,Black,Female,Latoya expects better service than this from your company
788,20,demanding,medium,Shaniqua,Black_Female,Black,Female,Shaniqua expects better service than this from your company
789,20,demanding,medium,Tamika,Black_Female,Black,Female,Tamika expects better service than this from your company
790,20,demanding,medium,Imani,Black_Female,Black,Female,Imani expects better service than this from your company
791,20,demanding,medium,Wei,Chinese_Male,Chinese,Male,Wei expects better service than this from your company
792,20,demanding,medium,Ming,Chinese_Male,Chinese,Male,Ming expects better service than this from your company
793,20,demanding,medium,Chen,Chinese_Male,Chinese,Male,Chen expects better service than this from your company
794,20,demanding,medium,Zhang,Chinese_Male,Chinese,Male,Zhang expects better service than this from your company
795,20,demanding,medium,Liu,Chinese_Male,Chinese,Male,Liu expects better service than this from your company
796,20,demanding,medium,Ying,Chinese_Female,Chinese,Female,Ying expects better service than this from your company
797,20,demanding,medium,Mei,Chinese_Female,Chinese,Female,Mei expects better service than this from your company
798,20,demanding,medium,Xiu,Chinese_Female,Chinese,Female,Xiu expects better service than this from your company
799,20,demanding,medium,Jing,Chinese_Female,Chinese,Female,Jing expects better service than this from your company
800,20,demanding,medium,Hui,Chinese_Female,Chinese,Female,Hui expects better service than this from your company
